product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Inkjetprinters,"HP ENVY Photo 7830 All-in-One","De HP ENVY Photo 7830 All-in-One is een uitgebreide inkjet thuisprinter voor veeleisende gebruikers. Dankzij de automatische documentinvoer (ADF) hoef je niet handmatig papier in te voeren. Sluit je printer aan via de netwerkkabel of gebruik wifi om de printer in je netwerk te delen en te printen vanaf elk apparaat. Of sluit een usb stick of externe harde schijf aan om direct documenten en foto's te printen. Via het 6,75 centimeter kleuren touchscreen stel je direct de instellingen naar eigen smaak in. Heeft je Android smartphone of tablet NFC? Houd deze dan dicht bij je printer om een printopdracht te sturen. Wil je papier besparen? Schakel dan dubbelzijdig printen in en je printer bedrukt automatisch beide zijden van je papier.","149,99","HP","Y0G50B","All-in-one","Inkjet","A4","4800 x 1200","15 ppm","10 ppm","0,256 GB","45,35 cm x 41 cm x 19,32 cm","7,6 kg"
Laserprinters,"Brother MFC-9330CDW","De Brother MFC-9330CDW is een all-in-one LED-kleurenprinter met Wifi en koppelt tijd- en kostenbesparende functies aan hoge kwaliteit. Zo scan of kopieer je gemakkelijk stapels papier met behulp van de automatische documentinvoer (ADF). Bovendien scant deze Brother printer direct naar webdiensten zoals Dropbox en Evernote. Zit je niet achter je computer die verbonden is met het netwerk, maar wil je wel snel printen? Geen probleem. Dan verstuur je printopdrachten met hetzelfde gemak vanaf een smartphone of tablet.","389,-","Brother","MFC-9330CDW","All-in-one","LED-technologie","A4","2400 x 600","22 ppm","22 ppm","None","41 cm x 48,3 cm x 41 cm","23,4 kg"
Inkjetprinters,"Brother MFC-J985DW","De Brother MFC-J985DW print, scan, kopieer en fax je vanaf smartphone, pc of tablet. Deel de printer eenvoudig in je netwerk via wifi. Zo maak je met meerdere mensen in huis gebruik van dezelfde printer. Plaats de wifi printer in een centrale ruimte of de studeerkamer. Met het touchscreen aan de voorkant pas je eenvoudig de print- en kopieerinstellingen aan. Scan meerdere aantekeningen tegelijkertijd in via de automatische documenteninvoer.","230,99","Brother","MFCJ985DWH1","All-in-one","Inkjet","A4","6000 x 1200","27 ppm","23 ppm","0,128 GB","41,9 cm x 34 cm x 17,3 cm","10,5 kg"
Laserprinters,"Brother HL-L2365DW","De Brother HL-L2365DW is een razendsnelle zwart-witlaserprinter, zeer geschikt voor op kantoor. Bij een snelheid van 30 pagina's per minuut print hij tot 100 vel achter elkaar. Deel de printer in het netwerk of print draadloos vanaf je smartphone of tablet. Dit alles in combinatie met het compacte formaat, maakt deze printer geschikt voor iedereen die snel en makkelijk, veel printjes wil maken.","143,99","Brother","HL-L2365DW","Alléén printen","Laser","A4","2400 x 600","30 ppm","None","None","35,6 cm x 36 cm x 18,3 cm","6,9 kg"
Inkjetprinters,"HP OfficeJet 4656 All-in-One","Deze HP OfficeJet 4656 All-in-One inkjetprinter is een wifi printer met scan, kopieer en fax functies voor een (thuis)kantoor. Verstuur je printjes draadloos via het netwerk. Of verbind je smartphone of tablet direct met de printer, zonder verbonden te zijn met een draadloos netwerk met wifi direct. Via het 5,5 cm grote touchscreen stel je de printer gemakkelijk in zonder dat er een pc bij komt kijken. En met de automatische documentinvoer scan en kopieer je voortaan sneller, want je hoeft niet elk printje afzonderlijk erin te stoppen. De printresolutie van 4800 x 1200 dpi maakt deze HP printer verder geschikt voor het afdrukken van foto's. Dankzij de automatisch uitschuifbare uitvoerlade vallen je printjes na het afdrukken niet op de grond.","97,99","HP","K9V81B","All-in-one","Inkjet","A4","4800 x 1200","9,5 ppm","6,8 ppm","0,064 GB","44,5 cm x 36,9 cm x 19,8 cm","6,55 kg"
Laserprinters,"HP LaserJet Pro M203dn","De HP LaserJet Pro M203dn laserprinter is een eenvoudige zwart-wit printer, geschikt voor een kleine onderneming. Dankzij de ondersteuning voor SNMP bepaal jij welke printrechten je werknemers krijgen. Je sluit de printer simpel aan via usb op je laptop of pc. En drukt al je facturen en notities af met een snelheid van 28 pagina's. Door dubbelzijdig af te drukken, wat geheel automatisch gaat, bespaar je papier. Met de Auto-on/Auto-off functie gaat de printer meteen aan wanneer je op de print knop drukt. Via AirPrint stuur jij je printtaken naar de printer toe als je een iPhone of iPad hebt. Of met Google Cloud printing druk je je documenten meteen af vanuit de cloud.","168,99","HP","G3Q46A","Alléén printen","Laser","A4","1200 x 1200","28 ppm","None","None","37,1 cm x 40,7 cm x 22,4 cm","6,9 kg"
Laserprinters,"Brother DCP-9015CDW","Print in zowel zwart-wit als kleur al je contracten en marketing presentaties met deze Brother DCP-9015CDW laserprinter. Dankzij een 9,3 cm kleuren touchscreen, wat net zo breed is als een prittstift, voer je de gewenste instellingen in zonder dat je pc aan hoeft. Is het papier bijna op of staat de lade nog open dan krijgt de beheerder hier melding van via mail. Zo blijft de printer altijd operationeel. Je verstuurt je printtaken draadloos via wifi. Hierdoor zet je de printer makkelijk overal binnen je kantoor. Behalve printen, scan en kopieer je al je jaargesprekken en -verslagen.","279,-","Brother","DCP9015CDWRF1","All-in-one","LED-technologie","A4","600 x 2400","18 ppm","18 ppm","0,192 GB","48,3 cm x 41 cm x 36,7 cm","26,4 kg"
Laserprinters,"Lexmark CX417DE","De Lexmark CX417DE laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt al je documenten in kleur op een tempo van 30 pagina's per minuut. Wil je tijd en papier besparen? Druk dan al je printopdrachten automatisch dubbelzijdig af met de automatische documentinvoer. Staat je pc of laptop al uit? Voer dan op het 10,9 cm grote kleuren touchscreen de instellingen in en druk je opdrachten alsnog af. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","299,-","Lexmark","28DC561","All-in-one","Laser","A4","2400 x 600","30 ppm","30 ppm","None","44,4 cm x 55,8 cm x 47 cm","27,4 kg"
Laserprinters,"HP Color LaserJet Enterprise M553X","De HP Color LaserJet Enterprise M553X laserprinter verbindt je op kantoor met je wifi netwerk en je stuurt draadloos je printtaken. Met een Android smartphone is het nog simpeler door de printer een tikje te geven en hij verstuurt je contracten op korte afstand naar de printer toe. Voer op het 10,9 cm kleuren touchscreen de juiste instellingen in en print zonder dat je je laptop of pc weer aan hoeft te zetten. Daarnaast heeft de printer een invoerlade van 1.200 vellen, waardoor je minder vaak papier bijvult.","909,-","HP","B5L26A","Alléén printen","Laser","A4","1200 x 1200","38 ppm","38 ppm","None","45,8 cm x 47,9 cm x 58,1 cm","33,4 kg"
Inkjetprinters,"Epson WorkForce Pro WF-5690DWF","Voor het zwaardere werk heb je goed gereedschap nodig. De Epson WorkForce Pro WF-5690DWF kan snel printen, scannen, kopiëren en faxen. Dankzij de automatische documentinvoer gaat dit ook nog eens heel eenvoudig. Handig wanneer je regelmatig documenten wil scannen. Daarnaast heb je lage onderhoudskosten. Deze inkjet gebruikt namelijk minder energie en heeft lagere kosten per pagina dan vergelijkbare laserprinters.","289,-","Epson","C11CD14301","All-in-one","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","46,1 cm x 44,2 cm x 34,2 cm","14,3 kg"
Laserprinters,"HP LaserJet Pro 500 Color MFP M570DN","De HP LaserJet Pro 500 Color MFP M570DN is een zakelijke kleurenlaserprinter voor op een groot kantoor. Digitaliseer je belangrijke documenten en stuur jouw scans direct via e-mail of sla ze op usb, netwerkfolder of de cloud. Via het 8,9 cm grote kleurentouchscreen kan je al jouw printopdrachten beheren en heb je tevens toegang tot verschillende online applicaties. Met de automatische documentinvoer van 50 vellen hoef je niet meer handmatig je documenten in te voeren. En door automatische dubbelzijdig af te drukken bespaar je op het papiergebruik.","849,-","HP","CZ271A","All-in-one","Laser","A4","600 x 600","30 ppm","30 ppm","0,256 GB","51,5 cm x 50 cm x 53,8 cm","40,8 kg"
Laserprinters,"Brother HL-1110","Met de Brother HL-1110 laserprinter print je zwart-wit op je (thuis)kantoor. Bij een snelheid van 20 pagina's per minuut print hij tot 150 vel achter elkaar. Een volle toner is goed voor 1000 pagina's en dus kan jij behoorlijk wat printjes maken op een volle lading. Zoek je een zwart-wit laserprinter zonder poespas die snel veel printjes kan maken? Dan is de Brother HL-1110 een uitstekende keuze.

De juiste toners voor deze printer","67,99","Brother","HL-1110","Alléén printen","Laser","A4","2400 x 600","20 ppm","None","None","34 cm x 23,8 cm x 18,9 cm","4,5 kg"
Laserprinters,"HP Color LaserJet Pro M252n","De HP Color LaserJet Pro MFP M252n is een printer voor werkgroepen tot 10 personen. Diverse functies maken deze printer geschikt voor zakelijk gebruik. Zo deel je de printer eenvoudig via je router, en print je tot een snelheid van 18 pagina's per minuut. Wil je liever niet dat anderen je printopdracht te zien krijgen? Met behulp van een pincode kun je jouw printopdrachten vergrendelen, totdat je zelf bij de printer bent.","187,99","HP","B4A21A","Alléén printen","Laser","A4","600 x 600","18 ppm","18 ppm","None","39,2 cm x 38,4 cm x 23,62 cm","11,4 kg"
Inkjetprinters,"HP OfficeJet 3833 All-in-One","De HP OfficeJet 3833 All-in-One is een compacte inkjetprinter voor een (thuis)kantoor. Verbind je smartphone, tablet of pc via wifi en je verstuurt op afstand printopdrachten, zelfs als je onderweg bent. Dit All-in-One apparaat scant, kopieert en print rapportages, beeldmateriaal en documenten en is daarom ideaal voor veelzijdig gebruik. Dankzij het 5,5 cm grote scherm maak je snel een aanpassing of beheer je je printerinstellingen. Bovendien stuur je zo via e-mail een scan naar een zakenpartner. En dankzij de stille modus hoor je de printer niet als je hem gebruikt. Bovendien krijg je 4 maanden gratis HP Instant Ink, waarmee je tijdens deze proefperiode nooit zonder inkt zit.","71,-","HP","F5S03B","All-in-one","Inkjet","A4","600 x 300","8,5 ppm","6 ppm","None","45 cm x 36,4 cm x 22,44 cm","5,61 kg"
Laserprinters,"HP LaserJet Pro MFP M227fdw","Met deze HP LaserJet Pro MFP M227fdw laserprinter op je kantoor druk je al je opdrachten of aantekeningen eenvoudig af in zwart-wit. Dit gebeurt met een snelheid van 28 pagina's per minuut. Geef met je Android smartphone de printer een tikje en verstuur op korte afstand je printtaken. Voer de gewenste instellingen in op het 6,9 cm kleuren touchscreen als je laptop of pc al uit staat. En bespaar papier door dubbelzijdig automatisch af te drukken. Door de automatische documentinvoer hoef je daarnaast niet handmatig je contracten of facturen in te voeren. Met een oppervlakte zo groot als een houten snijplank is de printer daarnaast te plaatsen op krappe werkplekken. De toner is voorgeïnstalleerd, dus sluit de printer aan via usb of wifi en je print vrijwel direct.","289,-","HP","G3Q75A","All-in-one","Laser","A4","1200 x 1200","28 ppm","None","0,256 GB","40,3 cm x 40,7 cm x 31,2 cm","9,4 kg"
Laserprinters,"Xerox Versalink C405V_DN","Met de Xerox Versalink C405V_DN laserprinter maak je met 20 collega's 150 printjes per dag wat hem geschikt maakt voor een groot kantoor. Het ConnectKey platform geeft je de vrijheid printerinstellingen aan te passen vanaf je smartphone of printer. Zo stuur je printjes en scantaken naar de cloud. Of beperk de toegang tot de printer voor een gebruiker vanwege bijvoorbeeld hoog papierverbruik. Is de toner bijna op? Dan bestelt de printer automatisch nieuwe toners, waardoor je nooit zonder inkt zit. Al je printjes zijn dankzij de 256-bits encryptie beschermt tijdens de verzending, zodat onbevoegden geen toegang hebben tot je gevoelige data. Je bespaart verder papier doordat je automatisch dubbelzijdig afdrukt.","1.039,-","Xerox","C405V_DN","All-in-one","Laser","A4","600 x 600","35 ppm","35 ppm","2 GB","4,32 cm x 5,4 cm x 5,99 cm","33 kg"
Laserprinters,"HP Color LaserJet Enterprise CP4025dn","De HP Color LaserJet Enterprise CP4025DN is een professionele kleuren laserprinter voor grote bedrijven. Dankzij de hoge printsnelheid van 35 pagina's per minuut hoef je nauwelijks te wachten tot je rapporten of hand-outs geprint zijn. En door de HP Instant-on techniek ligt de eerste pagina al klaar na 9 seconden. Je deelt de printer via netwerkkabel in je netwerk om op afstand te printen. Bovendien schakel je op afstand beveiligingsopties in en regel je energiebesparende instellingen. Beheer de printerwachtrij of maak een aantal aanpassingen op het 5,6 cm grote kleurenscherm. De papierlade heeft een papiercapaciteit van 500 vellen, waardoor je minder vaak papier bijvult. En je maakt ook dubbelzijdige prints om papier én tijd te besparen.","599,-","HP","CC490A#B19","Alléén printen","Laser","A4","1200 x 1200","35 ppm","35 ppm","0,512 GB","54 cm x 52,2 cm x 42 cm","38,5 kg"
Inkjetprinters,"HP OfficeJet Pro 7720 All-in-one","De HP OfficeJet Pro 7720 All-in-one is een A3 inkjetprinter geschikt voor (thuis)kantoren en kleinzakelijke omgevingen. Via de automatische documentinvoer (ADF) print je tot 35 A3 vellen achter elkaar door. Dankzij de hoge afdrukresolutie van 4.800 bij 1.200 dpi en maak je brochures, flyers en posters zonder witranden in hoog detail. Bovendien hoef je door de afdruksnelheid van 22 pagina's per minuut niet lang te wachten voor je beeldmateriaal geprint is. Op het grote 9,6 cm kleuren touchscreen selecteer je printerinstellingen en maak je direct kopieën. Naast scannen, kopiëren en printen fax je ook een factuur of offerte naar een zakenpartner. Benader de printer draadloos vanaf je smartphone of laptop via wifi of sluit de printer via netwerkkabel aan om deze te delen in je netwerk.","169,99","HP","Y0S18A","All-in-one","Inkjet","A3","4800 x 1200","22 ppm","18 ppm","0,512 GB","58,49 cm x 44,48 cm x 30,64 cm","19,5 kg"
Laserprinters,"Brother HL-1212W","De Brother HL-1212W is de geschikte printoplossing voor een thuiskantoor. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 20 pagina's per minuut. Ben je binnen het bereik van je draadloos netwerk? Verstuur dan draadloos via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe. Ook zonder app is het nog steeds mogelijk je printtaken draadloos te versturen vanaf je laptop of pc met wifi. Met zijn afmetingen van 34 x 24 x 18 cm is de printer compact te noemen. En door de 'anti-jam' functie voorkom je papierstoringen. Heb je een laptop of pc dat geen wifi heeft? Sluit de printer dan aan via usb en print met de meegeleverde toner tot 1000 pagina's.","79,-","Brother","HL-1212W","Alléén printen","Laser","A4","2400 x 600","20 ppm","None","None","23,8 cm x 34 cm x 18,9 cm","4,6 kg"
Laserprinters,"HP LaserJet Enterprise M506x","De HP LaserJet Enterprise M506x is een snelle laserprinter voor jouw kantoor. Met een snelheid tot maar liefst 48 pagina's per minuut, hoef jij nooit lang te wachten tot die belangrijke documenten klaar zijn. Daarnaast bespaar je papier omdat je automatisch dubbelzijdig print.  Wil je met de hele werkgroep gebruik maken van de M506x? Deze printer is eenvoudig via je modem te delen, zodat je met meerdere mensen gebruik maakt van deze LaserJet.","619,-","HP","F2A70A","Alléén printen","Laser","A4","1200 x 1200","43 ppm","None","None","41,8 cm x 37,6 cm x 48,1 cm","15,8 kg"
Laserprinters,"Samsung Xpress M2875ND","De Samsung Xpress M2875ND is een snelle zwart-witlaserprinter, kleurenscanner en kopieerapparaat. Met een afdruksnelheid van 28 pagina's per minuut en handige functionaliteiten als automatisch dubbelzijdig afdrukken en blanco pagina's overslaan ben je verzekerd van een efficiënte printer. Om nog meer kosten te besparen kan je ook de Easy Eco Driver downloaden. Hiermee wordt het papier-, stroom,- toner-, en CO2-verbruik verlaagd. Jij bepaalt namelijk wat je wel of niet afgedrukt wilt hebben. De Samsung Xpress M2875ND beschikt verder ook over een netwerkaansluiting. Hierdoor is het mogelijk om de printer te delen met meerdere gebruikers binnen het netwerk. Wil je de printer op afstand beheren? Installeer dan ook de Easy Printer Manager, zodat je alle printerinstellingen, de apparaatstatus en het bestellen van onderdelen kunt beheren vanuit één locatie.","184,99","Samsung","SL-M2875ND/SEE","All-in-one","Laser","A4","600 dpi x 4800 dpi","28 ppm","None","None","40,1 cm x 36,7 cm x 36,2 cm","11,3 kg"
