product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"HP EliteDisplay E222","De HP EliteDisplay E222 is een 22 inch monitor die zich volledig aanpast aan je meest comfortabele werkhouding. Kantelbaar, draaibaar, roteerbaar en in hoogte verstelbaar; dit beeldscherm is op iedere mogelijke manier te verstellen. Benut de DisplayPort, HDMI en VGA aansluitingen om tot wel 3 van deze HP EliteDisplay monitoren met dezelfde computer te verbinden. Zet meerdere van deze beeldschermen naast elkaar op je bureau en je hebt opeens veel meer werkruimte om efficiënt aan de slag te gaan. Schijnt de zon door het raam, dan zorgt de anti-glare laag over het scherm ervoor dat je geen last hebt van hinderlijke lichtreflecties. Zo houd je goed zicht op je werk.","199,-","HP","M1N96AA#ABB","22 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","51,37 cm x 18,9 cm x 33,35 cm","5,27 kg"
Monitoren,"Samsung LS24D300HS","De Samsung LS24D300HS is een 24 inch LED-monitor met een Full HD-resolutie. Dankzij deze resolutie geniet je van een zeer overzichtelijk beeld waarop elk detail duidelijk zichtbaar is. De reactietijd van 2 ms zorgt ervoor dat de Samsung LS24D300HS zeer geschikt is voor multimedia, games en snel bewegend beeld. Het aansluiten van een computer doe je via de HDMI- of VGA-poort. Bovendien is de Samsung LS24D300HS kantelbaar, zodat je altijd in de meest optimale stand gebruik maakt van deze monitor.","139,-","Samsung","LS24D300HS/EN","24 inch","1920 x 1080 pixels","2 ms","None","60 Hz","TN paneel","HDMI, VGA","56,9 cm x 41,7 cm x 19,7 cm","2,85 kg"
Monitoren,"Samsung LS27H850QFUXEN","De Samsung LS27H850QFUXEN is een 27 inch monitor waar je foto's en video's mee bewerkt. De UWQHD resolutie zorgt voor meer werkruimte en een scherp beeld, waardoor je in detail aan je grafische projecten werkt. Dankzij de hoge helderheid van 350 cd/m2 neem je kleuren beter waar en zie je het beeld goed in fel verlichte ruimtes. Kantel, draai, roteer en verstel de monitor in hoogte en pas hem aan jouw werkhouding aan. Zo kom je comfortabel en ergonomisch verantwoord de dag door. De FreeSync technologie voorkomt haperende beelden, wat wel zo fijn is als je een game speelt. Aan het binge watchen of een lange gaming avond? Door het blauw licht filter heb je minder last van geïrriteerde ogen en slaapproblemen.","499,-","Samsung","LS27H850QFUXEN","27 inch","2560 x 1440 pixels","4 ms","None","60 Hz","PLS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","61,2 cm x 23,6 cm x 54,4 cm","8 kg"
Monitoren,"AOC I2481FXH","De AOC I2481FXH is een monitor voor dagelijks gebruik. Dit 24 inch beeldscherm heeft een Full HD resolutie, zodat je details goed ziet als je de foto's en video's van je laatste stedentrip bewerkt. Of wanneer je geniet van een lekker filmavondje. De bezel van deze AOC is ontzettend dun en dat maakt hem geschikt voor een opstelling met meerdere monitoren. Want zet je 2 van deze beeldschermen naast elkaar op je bureau, dan heb je geen last van dikke randen tussen de monitoren. Ben jij na je aankoop niet meer weg te slaan van dit scherm? Geen probleem. De FlickerFree technologie zorgt ervoor dat je minder snel last krijgt van vermoeide ogen.","139,-","AOC","I2481FXH","24 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon","54,1 cm x 15 cm x 40,3 cm","3,1 kg"
Monitoren,"Samsung LS27E330H","De Samsung LS27E330H is een gaming monitor zonder poespas. Deze Samsung monitor heeft een reactiesnelheid van 1 ms, hierdoor houdt de monitor het hoge tempo van jouw games gemakkelijk bij. Zet de game mode aan tijdens het gamen en het contrast op je scherm wordt verhoogd.  Een uurtje gamen bestaat natuurlijk niet, gelukkig heb je met de trillingsvrije functie minder snel last van vermoeide ogen tijdens lange speelsessies. Speel je tot in de late uurtjes? Met het blauw licht filter is 's nachts gamen minder intensief voor je ogen, hierdoor heb je minder kans op slaapproblemen. Kantel de monitor naar de voor jou juiste houding, zo heb je de tegenstander duidelijk in beeld en blijven je nek en schouders ontspannen.","239,-","Samsung","LS27E330HZX/EN","27 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA","64,33 cm x 20,07 cm x 46,31 cm","4,9 kg"
Monitoren,"Asus ROG Swift PG27VQ","Heb je een gaming pc met een NVIDIA videokaart, dan wil je een echte gaming monitor voor je favoriete games. De Asus ROG Swift PG27VQ is zo'n monitor. Want juist dan profiteer je van de G-Sync technologie die de videokaart en monitor laat samenwerken om zo haperende beelden te voorkomen. Voor nog meer vloeiende beelden heeft het scherm een verversingssnelheid van 165Hz, zodat zelfs de snelst bewegende beelden vloeiend worden weergegeven. En bovendien zie je je games scherper op het QHD scherm dan op een Full HD scherm. Comfortabel voor je scherm zit je altijd, want het curved scherm zorgt voor een fijne kijkervaring tijdens het gamen.","949,-","Asus","90LM03N3-B01370","27 inch","2560 x 1440 pixels","1 ms","None","165 Hz","TN paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","61,97 cm x 23,8 cm x 55,5 cm","7 kg"
Monitoren,"MSI Optix G27C2","De MSI Optix G27C2 is een curved gaming monitor voor gamer die snelle shooters spelen. De curve in het 27 inch scherm zorgt ervoor dat elk punt van de monitor even ver van je ogen ligt. Dit geeft het een panoramische ervaring zonder dat je vermoeide ogen hebt na het gamen. Het 144Hz paneel met Freesync zorgt voor vloeiende beelden bij snel bewegende shooters als Quake of  Call of Duty. De grafisch glorie van de nieuwste games komt goed naar voren dankzij de volledige dekking van het sRGB kleurenspectrum van het IPS paneel. Speel of surf je in de late uurtjes nog op je pc? Dan zorgt het blauw licht filter ervoor dat je erna niet met prikkende ogen wakkerligt.","359,-","MSI","Optix G27C2","27 inch","1920 x 1080 pixels","1 ms","None","144 Hz","IPS paneel","HDMI, DVI, DisplayPort","61,9 cm x 23,9 cm x 45,1 cm","5,8 kg"
Monitoren,"AOC E2275PWJ","Met de AOC E2275PWJ werk je in een goede houding aan je bureau. Deze monitor pas je moeiteloos aan om op een ergonomisch verantwoorde manier aan de slag te gaan. Draaibaar, roteerbaar, kantelbaar en in hoogte verstelbaar. Dit Full HD beeldscherm is zeer flexibel. Werk je graag met meerdere monitoren naast elkaar? Sluit verschillende van deze AOC's aan via de HDMI, DVI en VGA poorten. En moet je overwerken, dan zorgt de trillingsvrije technologie ervoor dat je minder snel last krijgt van vermoeide of geïrriteerde ogen als je langere tijd voor het scherm zit.","129,-","AOC","E2275PWJ","22 inch","1920 x 1080 pixels","2 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","50,4 cm x 21,3 cm x 46,9 cm","4,8 kg"
Monitoren,"Philips Brilliance BDM4037UW","De Philips Brilliance BDM4037UW is een Ultra HD monitor voor grafisch ontwerpers. Met de 4K resolutie werk je het kleinste detail van je ontwerp uit, terwijl de kleuren vanuit elke hoek realistisch worden weergegeven dankzij het VA paneel. Door het curved scherm is de afstand tot je ogen over het hele scherm gelijk. Hierdoor beweeg je minder met je ogen en raken ze minder snel vermoeid. Het panoramisch effect geeft een goed overzicht over meerdere projecten in Photoshop of Illustrator.  Door de trillingsvrije technologie raken je ogen minder snel geïrriteerd tijdens een lange werkdag. Met een reactietijd van 4 ms beweegt het beeld op een natuurlijke manier als je hoge kwaliteit video's bewerkt of films kijkt.","649,-","Philips","BDM4037UW","40 inch","3840 x 2160 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","90,9 cm x 24,7 cm x 64,3 cm","11,6 kg"
Monitoren,"LG 23MB35PH","Beneden in de woonkamer of boven op kantoor, de LG 23MB35PH leent zich voor elke gebruikssituatie. Bewerk foto's en video's voor een presentatie nauwkeurig dankzij de Full HD resolutie. Of ontspan met een leuke film op deze LG. Aan een goede werkhouding is ook gedacht, want dit beeldscherm is op vier verschillende manieren te verstellen. En maak je geen zorgen over die zonnestraal op je scherm, want de anti reflecterende laag voorkomt lichtreflecties. Zit jij vaak langere tijd voor je monitor? De trillingsvrije technologie zorgt dat je minder snel last krijgt van vermoeide of geïrriteerde ogen.","149,-","LG","23MB35PH","23 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon","54,8 cm x 24,6 cm x 36,7 cm","4,5 kg"
Monitoren,"Samsung LS24E45UFS/EN","De Samsung LS24E45UFS/EN is een 24 inch monitor waarmee jij je werkplek ergonomisch inricht. Door de verstelbaarheid in hoogte pas jij hem aan jouw ideale zithouding aan en door hem te draaien en te kantelen bepaal jij de beste kijkhoek. Zo werk je comfortabel en krijg je minder snel klachten aan je nek en schouders. Ben je lang achter elkaar aan het werk op je monitor, dan zorgt het blauw licht filter dat je minder snel geïrriteerde ogen krijgt. Het matte beeldscherm werkt anti reflecterend, waardoor je geen last hebt van invallend licht of vingerafdrukken. Meer ruimte nodig op je bureau? Via de VESA aansluiting bevestig je de S24E45 aan een monitorbeugel om hem boven je bureau te laten zweven.","179,-","Samsung","LS24E45UFS/EN","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, USB, USB-type A","3,62 cm x 2,24 cm x 5,65 cm","5,1 kg"
Monitoren,"iiyama ProLite E2282HD-B1","Films kijken, foto's weergeven en tekst lezen, met de iiyama ProLite E2282HD-B1 krijg je alles duidelijk in beeld. Zelfs als de zon schijnt kun je het scherm goed zien, want de anti-glare coating vermindert schitteringen en voorkomt reflecties. Je computer of laptop sluit je eenvoudig aan via de DVI of VGA aansluiting.","99,-","Iiyama","E2282HD-B1","22 inch","1920 x 1080 pixels","5 ms","None","75 Hz","TN paneel","VGA, DVI","50,5 cm x 19,3 cm x 38,25 cm","None"
Monitoren,"Philips 272S4LPJCB","De Philips 272S4LPJCB gebruik je voor grafisch werk of als echte filmliefhebber. Door de WQHD resolutie bewerk je foto's, video's en 3D-modellen tot in het kleinste detail. Deze monitor is bovendien 'flexibel' en zowel draaibaar, kantelbaar, roteerbaar als in hoogte verstelbaar. Zo werk je op een ergonomisch verantwoorde manier. Tijd voor een filmmarathon? De trillingsvrije technologie zorgt ervoor dat je minder snel last krijgt van geïrriteerde ogen als je langere tijd voor het scherm zit.","279,-","Philips","272S4LPJCB/00","27 inch","2560 x 1440 pixels","2 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon","63,9 cm x 24,4 cm x 54 cm","6,72 kg"
Monitoren,"Dell Ultrasharp U3417W","Multitasken doe je op het Ultrawide beeldscherm van de Dell Ultrasharp U3417W. Met de 21:9 beeldverhouding en de hoge UWQHD resolutie open je eenvoudig meerdere programma's naast elkaar. Open een website in je browser en werk aan een presentatie zonder tussen de 2 beelden af te wisselen. Dankzij de gebogen vorm van het scherm draai je minder met je hoofd om iets links of rechts op het scherm te bekijken vanwege het panoramische effect. Ook van geluid ben je voorzien met deze Dell monitor, door 2 stereo speakers in het beeldscherm.","929,-","Dell","U3417W","34 inch","3440 x 1440 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","81,36 cm x 22,64 cm x 41,7 cm","10,4 kg"
Monitoren,"BenQ EX3501R","De BenQ EX3501R is een 35 inch ultrawide curved monitor waarop je intense kleuren en zwartwaarden ziet door de HDR kleurtechniek. Hierdoor ervaar je natuurgetrouwe kleuren tijdens het bewerken van foto's en video's. Door de 21:9 beeldverhouding heeft deze monitor een derde meer schermruimte dan een 'normale' breedbeeld monitor. Dus je werkt met gemak in meerdere vensters tegelijkertijd aan je grafische projecten. Doordat het scherm gebogen is, beweeg je minder met je ogen langs je monitor en raken je ogen minder snel vermoeid tijdens een lange werkdag. Je gemonteerde bedrijfsfilms speel je met een verversingssnelheid van 100 Hz vloeiend af en bekijk je vanuit elke kijkhoek op het VA scherm met een hoge resolutie van 3440 x 1440.","799,-","BenQ","9H.LGJLA.TSE","35 inch","3440 x 1440 pixels","4 ms","None","100 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","83,4 cm x 9,4 cm x 50,4 cm","10,56 kg"
Monitoren,"iiyama ProLite LE5540S-B1","De iiyama ProLite LE5540S-B1 is een monitor die je ophangt in je winkel, hotel, school, kroeg of andere bedrijfsruimte. Met deze 55 inch Large Format Display houd je klanten of gasten op de hoogte van het nieuws, de laatste aanbiedingen en andere relevante informatie. Het Full HD IPS beeldscherm heeft een kijkhoek van 178 graden. Daardoor kun je de beelden op het scherm ook zien als je er bijna naast staat of onderdoor loopt. Je kunt het Large Format Display twaalf uur onafgebroken aan laten staan, dus deze moderne informatiezuil houdt het met gemak een hele werkdag vol.","899,-","Iiyama","LE5540S-B1","55 inch","1920 x 1080 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","123,8 cm x 71,11 cm x 6,17 cm","16 kg"
Monitoren,"LG 34UM68-P","Of je nou games speelt, foto's bewerkt of audiovisuele elementen monteert, de LG 34UC88-B brengt het duidelijk in beeld. Gamend met deze ultrawide monitor heb je een goed overzicht van het slagveld zonder dat je inlevert op prestaties. AMD Freesync zorgt namelijk dat de actie zonder haperingen in beeld komt. Mocht je nog aan werken toekomen, dan ga je ook aan de slag met professionele beeldbewerking. Dankzij het IPS paneel met 99% sRGB komen kleuren natuurgetrouw in beeld, zodat jij alleen de beste kwaliteit levert. Kantel en verstel de monitor in hoogte naar een voor jou comfortabele positie, want als gamer of grafisch professional is een ergonomisch verantwoorde zithouding essentieel voor lange sessies.","399,-","LG","34UM68-P","34 inch","2560 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort","83 cm x 23,8 cm x 43 cm","8 kg"
Monitoren,"iiyama ProLite X2783HSU-B3","Foto's bewerken en films kijken doe je op de iiyama ProLite X2783HSU-B3. Dankzij de Full HD resolutie zoom je in op de kleinste details tijdens het perfectioneren van je vakantiekiekjes. Meer zin in een gaming sessie? De reactietijd van 4 ms zorgt er namelijk voor dat de gameplay van je favoriete spellen soepel verloopt. En zit jij urenlang voor de monitor, dan zorgen de Blue Light Reducer en de Flicker Free technologie ervoor dat je minder snel last krijgt van geïrriteerde ogen. Wil je een groter werkoppervlak creëren en meerdere monitoren naast elkaar zetten? Dat kan, dankzij de HDMI, VGA en DisplayPort aansluitingen.","189,-","Iiyama","X2783HSU-B3","27 inch","1920 x 1080 pixels","4 ms","None","75 Hz","VA paneel","HDMI, VGA, DisplayPort, USB-type A","622,5 cm x 218 cm x 446 cm","4,4 kg"
Monitoren,"Dell P2317H","Met de Dell P2317H doorsta jij lange werkdagen achter je monitor. Deze verstelbare Dell monitor pas je namelijk aan op jouw werkhouding. Hoe je ook naar dit 23 inch beeldscherm kijkt, de waren kleuren zijn altijd zichtbaar dankzij het IPS paneel. Met de anti-glare laag heb je ook geen last van vervelende reflecties door het zonlicht. Draai, kantel en roteer deze Dell monitor en draai hem eenvoudig richting een collega. Zo loop je snel een presentatie door met de iemand die tegenover je zit.","209,-","Dell","210-AJEG","23 inch","1920 x 1080 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","53,18 cm x 18 cm x 48,69 cm","5,58 kg"
Monitoren,"iiyama ProLite T2252MSC-B1","Maak aantekeningen tijdens je presentaties, swipe door je apps en zoom gemakkelijk in op foto's met de 22 inch iiyama ProLite T2252MSC-B1. Het capacitief touchscreen beschikt over een extra glaslaag die elektrische signalen tot op de millimeter detecteert. Zo blijft de touchfunctie werken, ook als het glas beschadigd is. Het Full HD touchscreen is geschikt voor 10 aanrakingen tegelijkertijd, zodat je met meer mensen op één scherm werkt. Lang werken is geen probleem, omdat je ogen minder snel vermoeid raken dankzij de trillingsvrije technologie en een mindere hoeveelheid aan blauw licht. Via de DisplayPort, HDMI, VGA en usb sluit je meerdere schermen op één computer aan.","259,-","Iiyama","T2252MSC-B1","22 inch","1920 x 1080 pixels","7 ms","None","76 Hz","IPS paneel","HDMI, VGA, DisplayPort","49,05 cm x 22,05 cm x 37,05 cm","2,16 kg"
Monitoren,"BenQ PD3200U","Op de BenQ PD3200U werk je in 4K aan je grafisch ontwerp. Door de 100% dekking van het sRGB spectrum worden kleuren realistisch weergegeven. De CAD/CAM Mode geeft een uitstekend contrast aan kleurlijnen in 3D modellen. Verhoog de helderheid van het scherm met de Animation Mode tijdens het bewerken van foto's en video's. Dankzij de helderheid van 350 candela per m2 werk je ook in fel verlichte ruimtes. In combinatie met de Ultra HD resolutie geeft dit de kleinste details weer. Pas de monitor aan jouw werkhouding aan door hem in hoogte te verstellen, te kantelen en te roteren. Door de trillingsvrije technologie en het blauw licht filter heb je minder snel vermoeide ogen, waardoor je langer doorwerkt.","899,-","BenQ","9H.LF9LA.TBE","32 inch","3840 x 2160 pixels","4 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","74 cm x 21,3 cm x 49 cm","12,5 kg"
Monitoren,"BenQ PD2500Q","Met de BenQ PD2500Q ga je aan de slag met professioneel grafische en kleurgevoelige taken als het bewerken van foto's en het ontwerpen van CAD modellen en animaties. Het scherm tovert alle details natuurgetrouw in beeld vanwege de hoge WQHD resolutie en de kleurechtheid van het IPS paneel. De hoge helderheid en de 100% dekking van de sRGB en Rec.709 kleurenprofielen maken de monitor dan ook zeer geschikt voor professioneel foto- en videobewerken. Stel de monitor af naar de voor jou juist hoogte en hoek, zodat je ook na lange design uren geen last van je nek of schouders krijgt. Meer werkruimte nodig? Dankzij de dunne bezels plaats je eenvoudig een meervoud van deze monitor naast elkaar zonder dat er dikke randen in de weg zitten.","299,-","BenQ","9H.LG8LA.TSE","25 inch","2560 x 1440 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","57 cm x 23,9 cm x 53,2 cm","7,2 kg"
