product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Laptops QWERTY,"Lenovo Ideapad 320-17IKB 80XM009AMH","De Lenovo Ideapad 320-17IKB 80XM009AMH is een desktopvervanger die je thuis gebruikt voor simpele taken als e-mailen, internetten en tekstverwerken. Het 8 GB werkgeheugen zorgt ervoor dat programma's sneller draaien dan op vergelijkbare laptops. Terwijl je online aan het shoppen bent, houd je jouw sociale media in de gaten. Op het 17,3 inch beeldscherm heb je namelijk genoeg ruimte om met meerdere vensters naast elkaar te werken. Klap de Ideapad open en ga meteen aan de slag, want dankzij de SSD schijf start je de laptop in ongeveer 15 seconden op. Door de anti reflecterende laag op het scherm heb je geen last van weerspiegelingen of weerkaatsend licht als je de laptop in een fel verlichte omgeving gebruikt.","499,-","Lenovo","80XM009AMH","17,3 inch","1600 x 900 pixels","Intel Pentium 4415U","Intel HD Graphics 610","None","8 GB","128 GB SSD","41,8 cm x 29,3 cm x 2,9 cm","2,8 kg"
Laptops QWERTY,"Asus Gaming ROG Strix GL702VS-GC198T","Met de Asus ROG Strix GL702VS-GC198T speel je niet alleen games op ultra instellingen, het is ook jouw ingang tot de wereld van virtual reality. Deze gaming laptop heeft namelijk de NVIDIA GeForce GTX 1070 aan boord. Een videokaart waarmee je al je favoriete spellen in al hun grafische pracht en praal ziet. Maar dankzij de '1070' is deze Asus ook krachtig genoeg om te gebruiken met een virtual reality bril. Qua opslag combineert deze desktopvervanger het beste van 2 werelden. Door de 256 GB SSD starten games binnen enkele seconden op. Al je films, series en foto's bewaar je op de 1 TB harde schijf.","2.099,-","Asus","90NB0DZ3-M02440","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","42,2 cm x 27,6 cm x 3,04 cm","2,9 kg"
Laptops QWERTY,"HP Pavilion 17-ab354nd","De HP Pavilion 17-ab360nd is een 17,3 inch desktopvervanger waarop je video's bewerkt en games speelt. De NVIDIA GeForce GTX 1050Ti videokaart is krachtig genoeg om de meeste games op hoge instellingen te spelen en vloeiend video's te renderen. Meerdere zware programma's tegelijkertijd draaien is een makkie dankzij het 16 GB werkgeheugen. Klap de Pavilion open en ga direct aan de slag, want de 256 GB SSD schijf start de laptop in ongeveer 15 seconden op. Op de 1 TB harde schijf heb je genoeg opslagruimte voor al je foto's, films en muziek. Even ontspannen? Dan kijk je jouw favoriete serie via de voorgeïnstalleerde Netflix app. Of gebruik de dvd speler om oude filmcollectie op dvd te kijken.","1.399,-","HP","2QG80EA#ABH","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050Ti","4000 MB","16 GB","256 GB SSD + 1 TB HDD","41,6 cm x 27,9 cm x 2,99 cm","2,85 kg"
Laptops QWERTY,"HP Pavilion x360 14-ba022nd","De HP Pavilion x360 14-ba022nd is een 14 inch 2-in-1 die je gebruikt om onderweg of thuis foto's te bewerken. Je gebruikt deze HP in verschillende standen, want het toetsenbord is 360 graden omklapbaar. Zo gebruik je de tent stand om je bewerkte foto's te laten zien of typ je mee tijdens een vergadering in de toetsenbord stand. Of gebruik deze HP als tablet door het toetsenbord achter het scherm te klappen. Zo swipe je moeiteloos door je aantekeningen en apps. Of gebruik de meegeleverde stylus in Windows Ink om snel en effectief tekeningen en notities te maken. Programma's en bestanden zijn in enkele seconden klaar voor gebruik dankzij de 256 GB SSD. Door het verlichte toetsenbord zie je zelfs bij weinig licht nog precies wat je intoetst op het toetsenbord. Inloggen doe je via de webcam, die Windows Hello ondersteunt. Zo hoef je geen wachtwoord meer te onthouden.","929,-","HP","1US23EA#ABH","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","33,48 cm x 22,69 cm x 1,99 cm","1,63 kg"
Laptops QWERTY,"HP Envy 13-ad031nd","De HP Envy 13-ad031nd is een compacte laptop die geschikt is om te werken met zware software. Met een gewicht van slechts 1,32 kilo merk je nauwelijks dat deze laptop in je tas zit als je onderweg bent naar een klant. En neem je hem ook makkelijk mee als je van meeting naar meeting gaat. Ondanks dat kleine formaat heeft de HP Envy toch voldoende kracht om foto's te bewerken of om verschillende programma's tegelijk te draaien. Na het aanzetten ga je binnen 15 seconden aan de slag door de 512 GB SSD. De SSD start ook programma's binnen enkele seconden.","1.299,-","HP","1US18EA#ABH","13,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","512 GB SSD","30,54 cm x 21,56 cm x 1,39 cm","1,32 kg"
Laptops QWERTY,"Microsoft Surface Book - i7 - 8 GB - 256 GB","De Microsoft Surface Book is een 2-in-1 voor fotobewerking, videobewerking en zelfs het spelen van games. In de Surface Book zit een NVIDIA GeForce GTX 965M verwerkt, waardoor je genoeg grafische kracht hebt wanneer je met grafische programma's werkt. Lach een keer in de camera boven het scherm, en je logt automatisch in dankzij Windows Hello. Heb je het toetsenbord even niet nodig? Klik rechtsonder in de taakbalk en het beeldscherm wordt losgekoppeld zodat je het er eenvoudig uithaalt. Bedien vervolgens het touchscreen met je vingers of de meegeleverde Surface Pen. Heb je een mooi ontwerp gemaakt? Schuif het beeldscherm omgedraaid terug in het toetsenbord en laat het aan je collega's zien in de presentatie stand.","1.699,-","Microsoft","95F-00012","13,5 inch","3000 x 2000 pixels","Intel Core i7 6600U","NVIDIA GeForce GTX 965M","None","8 GB","256 GB SSD","31,2 cm x 23,2 cm x 2,28 cm","1,52 kg"
Laptops QWERTY,"HP Envy X360 15-bq015nd","De HP Envy X360 15-bq015nd is een laptop en tablet in één die je gebruikt voor zware programma's. Omdat het toetsenbord 360 graden omklapbaar is, gebruik je deze Envy in diverse standen. Zo typ je iets uit in de laptopstand of klap je het toetsenbord achter het scherm om aan de slag te gaan met bijvoorbeeld Photoshop. Met de meegeleverde stylus bewerk je eenvoudig en nauwkeurig een foto voor in je fotoboek. Of teken in documenten met de stylus met behulp van Windows Ink. Even een momentje voor jezelf? Zet de Envy neer in de tentstand en kijk zo comfortabel naar Netflix aan het einde van de dag.","899,-","HP","1UZ48EA#ABH","15,6 inch","1920 x 1080 pixels","AMD A12 9720P","AMD Radeon R7","2000 MB","8 GB","256 GB SSD","35,97 cm x 24,88 cm x 1,96 cm","2,06 kg"
Laptops QWERTY,"HP 15-bs592nd","De HP 15-bs592nd is een 15 inch notebook waarop je zonder haperen met zware programma's werkt. De 256 GB SSD start de laptop in ongeveer 15 seconden op en zorgt dat programma's binnen enkele seconden laden. Dankzij de i7 processor werk je met meerdere zware programma's tegelijk. Zo bewerk je jouw net geschoten foto's en update je ondertussen je website. Thuis series kijken of onderweg werken, de anti-glare coating gaat schitteringen en reflecties op het scherm tegen zodat je het scherm altijd goed ziet.","799,-","HP","2HP75EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","2000 MB","8 GB","256 GB SSD","38 cm x 25,38 cm x 2,38 cm","1,91 kg"
Laptops QWERTY,"Lenovo Yoga 720-13IKBR 81C3007WMH","De Lenovo Yoga 720-13IKBR 81C3007WMH is een laptop en tablet in één waarop je foto's bewerkt en tekeningen maakt. Klap het 13,3 touchscreen 360 graden om en gebruik hem als tablet om met de meegeleverde touchpen al je creatieve ideeën uit te tekenen. Dankzij Windows Ink is het net of je notities en tekeningen op een papieren vel maakt. De Yoga weegt maar 1,3 kg, dus je neemt hem gemakkelijk met je mee naar werk of college. Daar typ je op het volwaardige, verlichte toetsenbord mee met een college of werk je aan een verslag. Thuis zak je even onderuit en gebruik je de tentstand om een film of serie te kijken.","1.049,-","Lenovo","81C3007WMH","13,3 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel UHD Graphics 620","None","8 GB","256 GB SSD","31 cm x 21,3 cm x 1,43 cm","None"
Laptops QWERTY,"Acer Aspire ES1-132-C2JZ","De Acer Aspire ES1-132-C2JZ is een compact 11,6 inch laptop met Windows 10 S, voor gebruikers die voornamelijk basistaken als het checken van mailtjes en het bijhouden van aantekeningen of de boekhouding uitvoeren. Windows 10 S is een lichte versie van Windows 10 waarmee je werkt met de apps uit de Windows store en zo geen overbodige processen de laptop vertragen. Met een formaat van 11,6 inch en een gewicht van 1,25 kg is de laptop eenvoudig mee te nemen of op te bergen. Je gaat in college snel aan de slag, want het 32 GB flash geheugen start de laptop in ongeveer 15 seconden op. Eenmaal thuis verbind je de laptop via bluetooth met je draadloze speakers en speel je zo je favoriete Spotify playlist af.","219,-","Acer","NX.GGLEH.010","11,6 inch","1366 x 768 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","64 GB Flash","29,1 cm x 21,1 cm x 2,1 cm","1,25 kg"
Laptops QWERTY,"Acer Chromebook R11 CB5-132T-C14K","De Acer Chromebook CB5-132T-C14K is een 11,6 inch laptop en tablet in één die je makkelijk meenemt en gebruikt voor taken als tekstverwerken, internetten en mailen. Deze 2-in-1 draait op Chrome OS, dus je logt in met je Google account en bewerkt bestanden via Google Drive. Dankzij het 360 graden kantelbare scherm gebruik je de Chromebook in diverse standen. Gebruik hem als tablet en swipe door je apps op het multi touch beeldscherm. Zet hem in de tentstand om een presentatie te laten zien aan je collega's of klanten en typ het jaarverslag op het toetsenbord in de laptopstand. Omdat Chromebooks energiezuinig zijn, gebruik je hem de hele dag zonder een stopcontact op te hoeven zoeken.","279,-","Acer","NX.G54EH.006","11,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","32 GB Flash","29,4 cm x 20,4 cm x 1,92 cm","1,4 kg"
Laptops QWERTY,"Microsoft Surface Book 2 - i7 - 16GB - 1TB","Met de Microsoft Surface Book 2 -i7 - 16GB - 1TB ga je als grafisch professional aan de slag met zware programma's voor videobewerking en 3D modellen. Deze laptop en tablet in één heeft een ingebouwde SSD schijf van 1 TB, waarop je jouw grote projecten overal met je mee naartoe neemt. Gebruik de Surface Book 2 als laptop om gebruik te maken van de NVIDIA GeForce GTX 1050 videokaart tijdens het renderen van video's. Het scherm, met een resolutie van 3000 x 2000, is los te koppelen om het als tablet te gebruiken. Hierop ga je met een touch pen aan de slag met digitaal tekenen. Met de los verkrijgbare Surface Dial kies je kleurruimtes, zoom je in en spoel je video's door.","3.449,-","Microsoft","HNN-00007","13,5 inch","3000 x 2000 pixels","Intel Core i7 8650U","NVIDIA GeForce GTX 1050","2000 MB","16 GB","1 TB SSD","31,2 cm x 23,2 cm x 2,3 cm","1,64 kg"
Laptops QWERTY,"MSI GE73VR 7RE-009NL","De MSI GE73VR 7RE-009NL Raider is een 17 inch gaming laptop waarop je games op hoge instellingen speelt en Virtual Reality ontdekt. Sluit je Oculus Rift of HTC Vive aan op de laptop en verbaas je vrienden met VR. Het 120Hz paneel zorgt ervoor dat animaties er vloeiend en natuurlijk uitzien, handig bij de snel bewegende beelden van shooters als Quake en Overwatch. Dankzij de 256 GB PCIe SSD start de laptop in ongeveer 15 seconden op en sta je na een aantal seconden al weer klaar in het volgende level. De zware specs van deze laptop wekken nogal wat warmte op, maar gelukkig houdt de Cooler Boost technologie je laptop koel tijdens het gamen. Tijdens nachtelijke LAN parties val je op dankzij het RGB verlichte SteelSeries toetsenbord.","1.879,-","MSI","GE73VR 7RE-009NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","41,9 cm x 28,5 cm x 2,85 cm","2,8 kg"
Laptops QWERTY,"HP Envy Notebook 17-ae120nd","Op de HP Envy Notebook 17-ae120nd werk je met meerdere zware programma's tegelijkertijd. Het 17 inch beeldscherm van de laptop leent zich namelijk goed voor werken in 2 vensters naast elkaar. Ga aan de slag met Premiere en render je video's soepel dankzij de NVIDIA GeForce MX150 videokaart. Je bewerkte foto's zie je vanuit elke kijkhoek in natuurgetrouwe kleuren dankzij het Full HD beeldscherm met IPS paneel. Belangrijke programma's installeer je op de 256 GB SSD waardoor ze binnen enkele seconden opstarten. De rest van je data bewaar je op de 1 TB harde schijf. Bij weinig licht zie je op het verlichte toetsenbord nog altijd precies wat je intypt.","1.399,-","HP","2PM99EA#ABH","17,3 inch","1920 x 1080 pixels","Intel Core i7 8550U","NVIDIA GeForce MX150","2000 MB","16 GB","256 GB SSD + 1 TB HDD","41,6 cm x 28,3 cm x 2,33 cm","3,04 kg"
Laptops QWERTY,"Dell XPS 15 9550-330PK","Gebruik de Dell XPS 15 9550-330PK als mobiel werkstation op kantoor of thuis. Bewerk afbeeldingen voor de presentatie van de jaarcijfers of maak er een leuke video bij. De NVIDIA GeForce GTX 960M videokaart laat je zonder haperingen photoshoppen. Klap de laptop open en ga binnen 15 seconden aan het werk door het 32 GB Flash geheugen. Heb je grote bestanden op een extern apparaat staan? Via de usb c Thunderbolt 3 poort zet je binnen enkele seconden zelfs de grootste bestanden over op je laptop. De data die je bewaart op de 1 TB harde schijf wordt versleuteld opgeslagen door het Windows 10 Pro besturingssysteem. Zo zijn je bestanden altijd veilig.","1.149,-","Dell","330PK","15,6 inch","1920 x 1080 pixels","Intel Core i5 6300HQ","NVIDIA GeForce GTX 960M","4000 MB","8 GB","32 GB Flash + 1 TB HDD","35,7 cm x 23,5 cm x 1,7 cm","1,78 kg"
Laptops QWERTY,"HP ZBook 15u G3 T7W11ET","De HP ZBook 15u G3 T7W11ET is een 15,6 inch laptop voor professionele videobewerking. Met de dedicated AMD FirePro W4190M videokaart zet je de door je drone geschoten videobeelden achter elkaar en voeg je de mooiste overgangen en effecten toe. De Core i7 processor biedt ruim voldoende rekenkracht om bij te dragen tijdens het renderen van je aftermovie. Bewaar al je creaties op de harde schijf van 1 TB, welke met Windows 10 Pro automatisch versleuteld wordt. Is videobewerking moeilijk vanaf je werk pc? Maak dan op afstand verbinding met de HP ZBook om toch verder te werken aan je video.","824,-","HP","T7W11ET","15,6 inch","1920 x 1080 pixels","Intel Core i7 6500U","AMD FirePro W4190M","2000 MB","8 GB","1 TB HDD","38,3 cm x 25,8 cm x 2 cm","1,9 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' Touch Bar (2017) 16/256 GB - 3,3GHz Space Gray","De Apple MacBook Pro 13'' Touch Bar (2017) 16/256 GB - 3,3GHz Space Gray beschikt over de Touch Bar. Dit is een touchscreen boven het toetsenbord dat interactieve toetsen en functies laat zien en zich aanpast aan je programma's. Bewerk je foto's, dan zie je op de Touch Bar filteropties of een kleurenpallet. Ben je aan het tekstverwerken, dan verschijnen opties om tekst 'vet' te maken en woordsuggesties. Zo bewerk je foto's en video's in full screen en is je toetsenbord veel interactiever. In de Touch Bar zit ook Touch ID, waarmee je met je vingerafdruk inlogt en betalingen goedkeurt. Randapparatuur sluit je aan op 1 van de 4 usb c aansluitingen, die geschikt zijn om data over te zetten én je MacBook op te laden.","2.299,-","Apple","Z0UM","13,3 inch","2560 x 1600 pixels","Intel Core i5 7287U","Intel Iris Plus Graphics 650","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","None"
Laptops QWERTY,"HP Pavilion 15-ck093nd","Met HP Pavilion 15-ck093nd ga jij aan de slag met het bewerken van foto's voor die visuele presentatie. Jouw gemaakte werk bewaar je op de 1 TB harde schijf. Samenvattingen maken tijdens een hoorcollege? Dankzij de 128 GB SSD is jouw laptop in ongeveer 15 seconden opgestart en begin je gelijk met typen. Terwijl je bezig bent met jouw uitwerkingen laad jij je mobiel in ongeveer een uur op via de usb c aansluiting. Deze 15,6 inch laptop heeft een IPS scherm, waardoor jouw mede projectleden eenvoudig meekijken met de notulen die jij maakt. Eenmaal thuis ontspan jij met een computerspelletje, want met de Nvidia Geforce 150MX videokaart speel jij lichte games als Fifa en Minecraft op hoge instellingen.","799,-","HP","2QH07EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i5 8250U","NVIDIA GeForce MX150","1000 MB","8 GB","128 GB SSD + 1 TB HDD","35,89 cm x 24,73 cm x 1,99 cm","1,9 kg"
Laptops QWERTY,"Microsoft Surface Pro - i7 - 16 GB - 512 GB","Ga voor de Microsoft Surface Pro als je niet wil kiezen tussen een laptop en een tablet. 
Wanneer je dit model met de bijbehorende type cover aanschaft, heb je een 2-in-1 voor tekstverwerken, e-mails versturen en internetten. De krachtige Core i7 processor gebruik je ook voor het bewerken van beeldmateriaal voor in je presentatie.
Ga je liever creatief aan de slag? Dan gebruik je het touchscreen zet je je wildste fantasieën op digitaal papier.  Het Quad HD beeldscherm zorgt voor een scherpe weergave van teksten en video's, waardoor individuele pixels niet zichtbaar zijn. De batterijduur is ten opzichte van de Surface Pro 4 ook flink verbeterd, zodat je minder vaak op zoek hoeft naar een stopcontact.","2.299,-","Microsoft","FKH-00003","12,3 inch","2736 x 1824 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","16 GB","512 GB SSD","29,2 cm x 20,1 cm x 0,85 cm","0,768 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 16/256 GB - 2,5Ghz Space Gray","Met de Apple MacBook Pro 13'' (2017) 16/256 GB - 2,5Ghz Space Gray maak je de mooiste grafische ontwerpen op het heldere Retina scherm. Met een resolutie van 2880 x 1800 zie je de kleinste details en door het IPS paneel neem je ware kleuren vanuit elke hoek goed waar. Houd je werktempo er goed in, want met de PCIe SSD schijf start je programma's binnen enkele seconden op. De compacte behuizing is gemaakt van aluminium, waardoor deze laptop erg stevig is en tegen een stootje kan. Door zijn 13 inch formaat neem je hem gemakkelijk mee naar je opdrachtgever, waar je met de de MacBook Pro goed voor de dag komt.","2.249,-","Apple","Z0UK","13,3 inch","2560 x 1600 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Asus VivoBook Flip TP501UA-FZ186T","De Asus VivoBook Flip TP501UA-FZ186T is een 15,6 inch 2-in-1 voor alledaagse taken. Wanneer je het toetsenbord achter het scherm vouwt, gebruik je de VivoBook als tablet, waarop je met je vingers via het touchscreen door apps swipet. Notuleren tijdens een vergadering of meetypen tijdens college? Klap het toetsenbord terug en gebruik de Asus als laptop. Zet de laptop neer in tentstand om comfortabel een serie te kijken op het Full HD scherm. Binnen 15 seconden na het aanzetten is de laptop klaar voor gebruik door de 128 GB SSD. Met de 1 TB harde schijf heb je extra opslagruimte voor documenten, films en vakantiekiekjes die je hebt bewerkt.","899,-","Asus","90NB0AI1-M02900","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","128 GB SSD + 1 TB HDD","37,7 cm x 25,3 cm x 2,25 cm","2,2 kg"
